index,DATE,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,Target,FEDFUNDS,DGS10,CPI,Dollar_idx,USEPUINDXD,Close_VIX,High_VIX,Low_VIX,Open_VIX,VIX_percent,Is_Panic,Is_Calm,Is_Uncertain,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL
356.0,2006-01-19,11.05039119720459,11.359615428301682,11.00916066870985,11.10975236787832,818608572.0,53.05892065633845,0.3402814958984557,-0.0078353675611698,0.3481168634596255,0.2755276907805985,10.053406221267092,11.024733352661134,11.996060484055176,17.62087300115215,0.5132076227020614,0,4.16,4.34,198.1,100.4085,31.17,12.25,12.699999809265137,12.199999809265137,12.619999885559082,0.02854745230427258,0.0,1.0,0.0,18.708087921142575,18.812680021760613,18.61744178859647,18.64533239477961,52376200.0,2.473960876464844,2.5207475772833186,2.454766768898424,2.491656198300295,1200637200.0
357.0,2006-01-20,10.840265274047852,11.263495295611127,10.75457752692926,11.20587194445478,580910508.0,48.33935051975778,0.2797935658251802,-0.0546586381075562,0.3344522039327364,0.2921984106306891,10.089993236967358,11.039449501037598,11.98890576510784,17.201152357841785,0.3951061599531397,1,4.16,4.38,198.1,100.1862,30.89,11.979999542236328,12.34000015258789,11.649999618530273,12.119999885559082,-0.022040853694993645,0.0,1.0,0.0,18.840566635131836,18.99396825070241,18.72202859993083,18.735974564062793,60367600.0,2.3704912662506104,2.449068377182557,2.36149435022149,2.4367719712862916,1695848000.0
358.0,2006-01-23,9.921531677246094,10.9291835852306,9.804299169573769,10.896149945215065,1643023332.0,34.06984698330635,0.1559249169821583,-0.1428218295604624,0.2987467465426208,0.3516759824182707,9.938624333203382,11.001845693588256,12.06506705397313,19.328054400990315,-0.0080381454860448,1,4.16,4.37,198.1,99.9017,33.31,14.5600004196167,14.5600004196167,11.890000343322754,12.100000381469727,0.21535901301868976,0.0,1.0,0.0,18.41523170471191,18.83360149310717,18.310639590103325,18.83360149310717,79165900.0,2.2820181846618652,2.4004824996314116,2.2742203358724824,2.377689989056262,1134758800.0
359.0,2006-01-24,10.617971420288086,10.640076509411871,10.077261858424372,10.118244394558726,908746344.0,46.8726446428179,0.112656354889328,-0.1488723133226343,0.2615286682119623,0.3778809002573784,9.942376510296354,11.003298711776733,12.064220913257111,19.2837117171941,0.3183998360337013,0,4.16,4.36,198.1,99.3783,42.66,13.930000305175781,14.479999542236328,13.579999923706055,14.4399995803833,-0.04326923738217192,0.0,1.0,0.0,18.373395919799805,18.498906994744804,18.33853099344789,18.41523250146115,47925600.0,2.329404830932617,2.386087799581878,2.2793196425100057,2.28231821489741,1059730000.0
360.0,2006-01-25,11.00369644165039,11.051384148164798,10.7913374489456,10.82983536659596,617965416.0,52.38734757418299,0.1082427383738249,-0.1226287438705099,0.2308714822443348,0.3818474593730451,9.963793703090737,11.01694679260254,12.070099882114343,19.118783258878157,0.493709199980465,1,4.16,4.4,198.1,99.3434,72.51,13.3100004196167,13.829999923706055,13.140000343322754,13.789999961853027,-0.044508246373025306,0.0,1.0,0.0,18.3245849609375,18.443123041607993,18.282747052493193,18.36642153942095,63040700.0,2.2805187702178955,2.3818892193244467,2.2724210028462077,2.362094476648498,1142254400.0
361.0,2006-01-26,10.754578590393066,11.281875041111924,10.660693001497233,11.20810873921649,748842408.0,48.85984203425611,0.0836785921331895,-0.1177543120889162,0.2014329042221058,0.3989427865331627,9.969342632854277,11.019517517089843,12.069692401325415,19.06026979142934,0.3738596158250206,0,4.16,4.49,198.1,99.348,19.07,12.869999885559082,13.380000114440918,12.619999885559082,12.949999809265137,-0.03305789032201156,0.0,1.0,0.0,18.40825080871582,18.52678884231955,18.28971277511209,18.415223790687843,59072100.0,2.225335121154785,2.3243054102215757,2.1968431828733084,2.321006720924865,1275786400.0
362.0,2006-01-27,10.786120414733888,10.928190622120622,10.520112534007785,10.917013136367876,516526956.0,49.32510745214558,0.0659957331498137,-0.1083497368578336,0.1743454700076474,0.3995953080745681,9.998657101173102,11.031476640701296,12.06429618022949,18.724955382990977,0.3812201858228353,0,4.16,4.53,198.1,99.4798,64.06,12.420000076293945,12.90999984741211,12.1899995803833,12.890000343322754,-0.03496502045583261,0.0,1.0,0.0,18.477983474731445,18.631385122905655,18.345499447240623,18.519820046058843,69509300.0,2.169252395629883,2.262225174827942,2.1572565021685395,2.2352332132687938,1181387200.0
363.0,2006-01-30,10.766746520996094,10.884227011832666,10.654730305072102,10.80425153210575,337749912.0,49.03004375674707,0.0498440574299117,-0.0996011300621885,0.1494451874921002,0.3874454079807107,10.019340554990398,11.039921283721924,12.06050201245345,18.488913145356303,0.3661669993194181,1,4.16,4.52,198.1,99.6433,26.34,11.970000267028809,12.329999923706055,11.720000267028809,12.270000457763672,-0.03623186847833049,0.0,1.0,0.0,19.37747383117676,19.48903888170139,18.959104226729227,18.98699482438023,134520700.0,2.160255193710327,2.207340815610397,2.1323636813435822,2.187846788730684,953864800.0
364.0,2006-01-31,10.601082801818848,10.761532599823882,10.555879716526537,10.660940898304933,343212444.0,46.4701776676037,0.0234062477727725,-0.1008311517754621,0.1242373995482347,0.3748326505870569,10.045753990703249,11.048204612731936,12.05065523476062,18.146851134046944,0.2769856184994754,0,4.16,4.54,198.1,99.7144,59.69,12.390000343322754,12.460000038146973,12.069999694824219,12.220000267028809,0.035087724889265814,0.0,1.0,0.0,19.523908615112305,19.649419669003173,19.370506954779422,19.398397561221437,103999200.0,2.249328136444092,2.2973139085328507,2.1254650812216793,2.134463001610593,1398401200.0
365.0,2006-02-01,10.74613094329834,10.918503113638176,10.530295403421052,10.69422175293764,881757360.0,48.98177358256473,0.0139969181847998,-0.0881923850907479,0.1021893032755477,0.3757880119892045,10.118747347193356,11.070309734344484,12.021872121495612,17.19125137391603,0.3296597283459788,0,4.16,4.53,198.1,99.4311,50.45,12.949999809265137,13.0600004196167,12.449999809265137,12.449999809265137,0.04519769575665733,0.0,1.0,0.0,19.62849235534668,19.788866931463804,19.433254203538063,19.461144798099223,94841300.0,2.2646236419677734,2.289516374853507,2.2118396041438206,2.2643239249107814,913542000.0
366.0,2006-02-02,9.979154586791992,9.98461791520814,9.624973404065798,9.662477468832442,1083815100.0,38.6540714772657,-0.0547178718197844,-0.1255257400762658,0.0708078682564813,0.4290286925065857,9.96359661651479,11.028769207000732,12.093941797486677,19.316254978113125,0.0073030278924583,0,4.49,4.57,199.4,99.6132,187.79,12.359999656677246,13.029999732971191,12.34000015258789,13.029999732971191,-0.04555985801372542,0.0,1.0,0.0,19.55179023742676,19.572707848733486,19.35655077548377,19.496006394048734,68448800.0,2.261924982070923,2.293115791122982,2.238532025440791,2.247829665078818,521186400.0
367.0,2006-02-03,9.836587905883787,10.096387546372096,9.83509713272977,10.02982334189181,471835692.0,37.088651107327706,-0.1193035209064277,-0.1520891113303272,0.0327855904238995,0.4170473868734244,9.776910257819347,10.967669248580933,12.158428239342516,21.713984325624185,0.0250586594463879,1,4.49,4.57,199.4,99.7916,94.76,13.229999542236328,13.470000267028809,12.479999542236328,12.539999961853027,0.07038834221076073,0.0,1.0,0.0,19.30077362060547,19.51693075386763,19.21012617990946,19.50298478915126,55073400.0,2.162353754043579,2.2601247679134415,2.160853967697034,2.2523269200125955,707322000.0
368.0,2006-02-06,9.47669506072998,9.783436564895622,9.2536564518974,9.776482462624816,730540728.0,33.41027873942385,-0.1972546293950525,-0.1840321758551616,-0.0132224535398908,0.4288962488100645,9.523828415670184,10.88112349510193,12.238418574533677,24.947701035517618,-0.0173629727442669,0,4.49,4.54,199.4,100.118,46.18,12.960000038146973,13.699999809265137,12.640000343322754,13.369999885559082,-0.020408126487638234,0.0,1.0,0.0,19.203155517578125,19.31472058114031,19.06369852314516,19.161317621271955,75022700.0,2.1548562049865723,2.1830482317207096,2.1305639041028837,2.1665529799960654,692123600.0
369.0,2006-02-07,9.56486701965332,9.68408626923707,9.427267248393838,9.570082358982496,357258384.0,35.10831006365343,-0.249045858645589,-0.1886587240845585,-0.0603871345610305,0.4166050182410051,9.343660942938484,10.781078624725344,12.2184963065122,26.66556347136328,0.0769456503553838,1,4.49,4.55,199.4,100.1372,63.82,13.039999961853027,13.430000305175781,12.989999771118164,13.430000305175781,0.006172833601125083,0.0,1.0,0.0,18.94515609741211,19.2031510784856,18.88937357852597,19.18223213516824,60170500.0,2.0183956623077393,2.1746494859318424,2.0016007032286884,2.1599539467905995,1651767600.0
370.0,2006-02-08,9.138161659240724,9.53009588148329,9.024655604832844,9.512461217254325,664542792.0,30.98980473061784,-0.3208240771665807,-0.2083495540844401,-0.1124745230821405,0.4254340465681102,9.099057621912458,10.658158540725708,12.217259459538958,29.25647827166009,0.0125405728572181,0,4.49,4.57,199.4,100.1759,48.01,13.59000015258789,13.670000076293945,12.970000267028809,13.199999809265137,0.04217792886072269,0.0,1.0,0.0,18.7847900390625,18.931218718795716,18.694142573547,18.791763023329903,72159500.0,2.027395248413086,2.0837787150316576,1.999803650184136,2.047488912110397,1388830800.0
371.0,2006-02-09,9.166972160339355,9.206961794383108,8.809066402757818,9.152070108258007,831331836.0,31.573467027587952,-0.3711061847273917,-0.2069053293162009,-0.1642008554111908,0.4234669997864803,8.914922220466304,10.533127212524416,12.151332204582529,30.726012501472223,0.0778794840919636,1,4.49,4.56,199.4,100.4879,27.25,12.829999923706055,13.609999656677246,12.760000228881836,13.40999984741211,-0.05592348935604041,0.0,1.0,0.0,18.763872146606445,18.882410225929387,18.62441511329916,18.83360066326009,51795200.0,2.063682556152344,2.0717803187980497,1.9794078433270543,2.054085007619802,953114400.0
372.0,2006-02-10,8.91089916229248,9.299106902655952,8.844832828837328,9.219628343451726,476019504.0,29.208851576566413,-0.4266993436607986,-0.2099987905996862,-0.2167005530611123,0.4256675050744906,8.720753199466206,10.392969942092895,12.065186684719588,32.17976674509551,0.0568544609018794,0,4.49,4.54,199.4,100.2117,37.78,13.119999885559082,13.149999618530273,12.270000457763672,12.5600004196167,0.022603270738699832,0.0,1.0,0.0,18.58954811096191,18.84754317628046,18.582575127579187,18.79873229260137,52861700.0,1.9479187726974487,2.0762803973940085,1.9353224440057435,2.0723812715691503,1149764000.0
373.0,2006-02-13,9.006275177001953,9.053218916814595,8.771065232657616,8.989883296889134,608331060.0,31.27339124886639,-0.4577842237752669,-0.1928669365713236,-0.2649172872039433,0.4154165178660969,8.573508992720114,10.26751642227173,11.961523851823344,32.99741358829615,0.1277344410456296,0,4.49,4.59,199.4,100.322,42.19,12.869999885559082,13.729999542236328,12.6899995803833,13.350000381469727,-0.01905487821498919,0.0,1.0,0.0,18.61046600341797,18.74992167326503,18.48495496958325,18.56165645247347,52127000.0,2.0186972618103027,2.029493882924556,1.8864367511486737,1.9548158854370568,1760477600.0
374.0,2006-02-14,8.586275100708008,8.707978982268928,8.49164555285504,8.609622974766674,787923288.0,27.473638517566062,-0.5104258399365431,-0.1964068421860798,-0.3140189977504632,0.4225031683147266,8.38360218918988,10.11780915260315,11.852016116016422,34.28028612235857,0.0584338881673116,0,4.49,4.58,199.4,100.3955,40.14,13.350000381469727,13.699999809265137,13.050000190734863,13.34000015258789,0.0372960761599721,0.0,1.0,0.0,18.40127944946289,18.617437919776567,18.366415866488655,18.56862704166802,46707000.0,1.940719962120056,2.0019024894635176,1.9386207412737688,1.9983032817235356,883498000.0
375.0,2006-02-15,8.527162551879883,8.73505109854411,8.504312549580508,8.577085940359161,585573840.0,26.97683310057449,-0.5505679836738437,-0.1892391887387043,-0.3613287949351393,0.408805695503932,8.238675250268535,9.964078283309938,11.68948131635134,34.632466425549715,0.0835999752193622,1,4.49,4.62,199.4,100.3987,36.76,12.25,13.149999618530273,12.010000228881836,13.09000015258789,-0.08239702996537479,0.0,1.0,0.0,18.58258056640625,18.60349952267708,18.37339632354188,18.41523290612256,58432900.0,2.0285933017730713,2.042389493043192,1.9494175631116384,1.952416334703382,1160938800.0
376.0,2006-02-16,8.503815650939941,8.593727736876149,8.390805571140028,8.47624628376098,517362120.0,26.77092766960115,-0.5776065330168088,-0.1730221904653355,-0.4045843425514732,0.3940997290919455,8.073447395362377,9.836749505996703,11.60005161663103,35.85131672936019,0.1220347474723842,1,4.49,4.61,199.4,100.4489,55.12,12.3100004196167,12.949999809265137,12.210000038146973,12.430000305175781,0.004897993438097936,0.0,1.0,0.0,18.806468963623047,18.841452036533607,18.54060428184171,18.610569093195046,62808900.0,2.0759806632995605,2.0879773585524517,2.00190307223166,2.014198683806523,1159771200.0
377.0,2006-02-17,9.101900100708008,9.115311380292049,8.556222214446821,8.585530342122745,851767380.0,39.50856010739473,-0.5444977305773282,-0.1119307104206839,-0.4325670201566443,0.4096280148248142,8.02382416303448,9.749831247329713,11.475838331624946,35.405886327888034,0.3123034509773552,0,4.49,4.59,199.4,100.5183,60.04,11.479999542236328,12.289999961853027,11.130000114440918,12.1899995803833,-0.06742492681460166,0.0,1.0,0.0,18.757488250732425,18.82045642821695,18.589573555596147,18.785474700488823,48868500.0,2.1164679527282715,2.129663914864468,2.0837783651423587,2.0966744099476493,948175200.0
378.0,2006-02-21,9.15877628326416,9.242975149750473,9.031361086839093,9.186346594238277,572235192.0,40.56728556977432,-0.5078155519313494,-0.060198825419764,-0.4476167265115853,0.3954841611167117,7.968043204584953,9.711693477630616,11.455343750676276,35.90826413666968,0.3414483675672343,0,4.49,4.54,199.4,100.3404,89.5,12.010000228881836,12.210000038146973,11.520000457763672,11.640000343322754,0.0461673090400021,0.0,1.0,0.0,18.68053436279297,18.75749445614851,18.582583090708383,18.65954451853174,41513200.0,2.1080708503723145,2.126065893493488,2.087676868592063,2.1083707677576675,575999200.0
379.0,2006-02-22,9.105130195617676,9.27774945490739,9.068370088950893,9.10140373528482,347092560.0,39.85867986397393,-0.4775683414434066,-0.0239612919454569,-0.4536070494979496,0.3821909614624107,7.92702601348936,9.636051416397097,11.345076819304827,35.47148783369064,0.3446713489816742,1,4.49,4.57,199.4,100.2346,31.22,12.40999984741211,12.640000343322754,12.279999732971191,12.359999656677246,0.03330554628703064,0.0,1.0,0.0,18.56857681274414,18.694511777360848,18.428647294992093,18.694511777360848,50216100.0,2.071782350540161,2.123366346446366,2.059785653374272,2.117068280646176,779606800.0
380.0,2006-02-23,9.07780647277832,9.163744105747933,9.03732275156916,9.119037000375782,258788952.0,39.48041422170714,-0.4506076804449552,0.0023994952423955,-0.4530071756873508,0.3639217037992936,7.941772722304123,9.539756917953492,11.13774111360286,33.50157051993679,0.35545838111764,0,4.49,4.53,199.4,100.3879,21.65,11.880000114440918,12.300000190734863,11.680000305175781,12.270000457763672,-0.042707472964370274,0.0,1.0,0.0,18.694515228271484,18.792466442565917,18.519603966027105,18.561583629782017,43043100.0,2.1389617919921875,2.149458699538181,2.0393910288815773,2.069382765332583,978238800.0
381.0,2006-02-24,9.390259742736816,9.468994326128747,9.075322355691624,9.080785683719444,501561936.0,45.81323367239354,-0.3994244780085108,0.042866158143072,-0.4422906361515828,0.3660467228448529,7.978901597330002,9.47154097557068,10.964180353811358,31.518406183123616,0.4727726489000756,1,4.49,4.56,199.4,100.1956,23.28,11.869999885559082,11.970000267028809,11.579999923706055,11.859999656677246,-0.000841770099789807,0.0,1.0,0.0,18.65254020690918,18.813458276439864,18.56858353344416,18.70151515550832,47359100.0,2.15185809135437,2.1893469654803153,2.1422605343492784,2.1530581613772863,856917600.0
382.0,2006-02-27,9.373618125915527,9.439934334755142,9.276504913136394,9.37113539728863,259112628.0,45.53990298852077,-0.3560993688601925,0.0689530138331122,-0.4250523826933048,0.3515740584715597,8.042543759886357,9.40091586112976,10.759287962373165,28.89871840806287,0.4899520406855949,0,4.49,4.58,199.4,100.2594,92.74,11.460000038146973,12.0600004196167,11.420000076293945,11.9399995803833,-0.034540846787278534,0.0,1.0,0.0,18.63154983520508,18.70851122905625,18.554589775821132,18.60356472301107,44753800.0,2.1431596279144287,2.1860463894016613,2.135361579890012,2.1635535986932197,534744000.0
383.0,2006-02-28,9.696009635925291,9.72879529098205,9.445152711169454,9.469741479200648,408079512.0,51.56827617916873,-0.2923792413060564,0.1061385131097987,-0.3985177544158551,0.3518314232283429,8.139610896358255,9.34737901687622,10.555147137394188,25.84185616818153,0.6443284572288408,1,4.49,4.59,199.4,100.0724,101.22,11.59000015258789,11.829999923706055,11.399999618530273,11.789999961853027,0.011343814485880177,0.0,1.0,0.0,18.925397872924805,19.07232402582767,18.65953334384074,18.715504893883015,51301500.0,2.1290640830993652,2.162953937503604,2.118867095005419,2.159054812351347,791240800.0
384.0,2006-03-01,9.006525039672852,9.873844611015665,8.407695150218645,9.766050820118137,1575926496.0,41.09204392763143,-0.2941257274953912,0.0835136215363711,-0.3776393490317624,0.4314255687689626,8.206755703889538,9.267651128768922,10.328546553648303,22.89459130773967,0.3769312775923422,1,4.49,4.55,199.4,99.7695,57.41,12.34000015258789,12.359999656677246,11.710000038146973,11.739999771118164,0.06471095687022355,0.0,1.0,0.0,18.799468994140625,19.10031533932117,18.799468994140625,18.855440562368106,65036100.0,2.054086446762085,2.1713517261757085,2.0423904711484067,2.146759504932193,1266980400.0
385.0,2006-03-02,9.060667991638184,9.17616077352635,8.9737374725822,9.15405568716027,481965552.0,42.086992579932605,-0.2878231011052374,0.0718529983412199,-0.3596760994464574,0.4150682639243331,8.38061683482167,9.183377981185911,9.986139127550157,17.48291637366706,0.4235700493830008,1,4.59,4.59,199.7,99.8355,29.55,11.539999961853027,12.069999694824219,11.520000457763672,12.050000190734863,-0.06482983637298345,0.0,1.0,0.0,18.98836326599121,19.03034292325468,18.85543168805736,18.876420182222276,53061200.0,2.072380781173706,2.0840777554566756,2.0399909157859257,2.0645829317929296,763817600.0
386.0,2006-03-03,9.35002613067627,9.465518942530634,8.996092882002282,9.047754093225308,732478788.0,47.217874760059146,-0.2565224100659797,0.0825229515043821,-0.3390453615703619,0.4189509636817631,8.435829533271317,9.151921558380126,9.868013583488937,15.648998312340344,0.6383234035220836,0,4.59,4.64,199.7,99.5969,15.73,11.720000267028809,11.949999809265137,11.5600004196167,11.789999961853027,0.01559794677389914,0.0,1.0,0.0,18.869430541992188,18.96038516518977,18.820455591563015,18.90441360263253,41850300.0,2.0876762866973877,2.0990733443759866,2.0594850613912743,2.069082415047512,625273600.0
387.0,2006-03-06,9.392993927001951,9.618020230353896,9.33288689687762,9.544997898180112,478001520.0,47.95524390842283,-0.2256481138460966,0.0907177981794122,-0.3163659120255089,0.4093925615242283,8.478386819438242,9.129741859436034,9.781096899433829,14.268859953024522,0.7020803182599226,0,4.59,4.68,199.7,99.7024,103.63,11.960000038146973,12.100000381469727,11.359999656677246,12.029999732971191,0.02047779570392505,0.0,1.0,0.0,18.841447830200195,19.002365926260627,18.708514851752785,18.757489808426175,45218800.0,2.0309929847717285,2.0966740687028813,2.0252953572591768,2.0813778868925303,737668400.0
388.0,2006-03-07,9.142632484436035,9.52264428410395,9.118788632792787,9.460798495275805,357230412.0,44.09024275584693,-0.2188592149173036,0.0780053576865642,-0.2968645726038679,0.4089970679375808,8.482339728644247,9.113038730621335,9.743737732598428,13.841683781236132,0.5234610755066431,0,4.59,4.74,199.7,99.9834,37.49,12.739999771118164,12.90999984741211,12.220000267028809,12.220000267028809,0.06521736876951056,0.0,1.0,0.0,18.827449798583984,18.995364464805487,18.77147824317682,18.834446409818273,53054100.0,1.9638127088546753,2.0309925644458096,1.9476181800322256,2.030093213209264,912665600.0
389.0,2006-03-08,9.051976203918455,9.151326066827258,8.895501802588765,9.066134290571751,414736848.0,42.74676070561766,-0.2182779949440991,0.062869262127815,-0.2811472570719142,0.398056153387646,8.493408929047181,9.087394189834594,9.681379450622009,13.072730166186936,0.4701861407560962,0,4.59,4.74,199.7,100.564,29.14,12.65999984741211,13.34000015258789,12.640000343322754,12.920000076293945,-0.006279428975141443,0.0,1.0,0.0,18.932397842407227,18.96038428962713,18.757486550684593,18.82045472246212,51613900.0,1.98870587348938,2.006401195341662,1.9518174451115544,1.972210821536337,872877600.0
390.0,2006-03-09,8.789445877075195,8.942195712434732,8.706488840452,8.790687714874128,469354176.0,39.0371077876195,-0.2362777148278692,0.035895633795236,-0.2721733486231052,0.3943012398218466,8.461941165176814,9.069958400726318,9.67797563627582,13.40727727044071,0.2693218980892825,0,4.59,4.73,199.7,100.8565,22.98,12.319999694824219,13.34000015258789,12.260000228881836,12.829999923706055,-0.02685625250283019,0.0,1.0,0.0,19.065326690673828,19.240237944716707,18.869425605737696,18.8834188263332,57547400.0,1.9692124128341677,2.015398686967895,1.959915574956872,1.988106806807595,653251200.0
